time_min,time_hour,interval_min,total_load_kw,run_id
0,0.0,15.0,0.81,RUN-20260925-788184
15,0.25,15.0,0.81,RUN-20260925-788184
30,0.5,15.0,0.81,RUN-20260925-788184
45,0.75,15.0,0.81,RUN-20260925-788184
60,1.0,15.0,0.81,RUN-20260925-788184
75,1.25,15.0,0.81,RUN-20260925-788184
90,1.5,15.0,0.81,RUN-20260925-788184
105,1.75,15.0,0.81,RUN-20260925-788184
120,2.0,15.0,0.81,RUN-20260925-788184
135,2.25,15.0,0.81,RUN-20260925-788184
150,2.5,15.0,0.81,RUN-20260925-788184
165,2.75,15.0,0.81,RUN-20260925-788184
180,3.0,15.0,0.81,RUN-20260925-788184
195,3.25,15.0,0.81,RUN-20260925-788184
210,3.5,15.0,0.81,RUN-20260925-788184
225,3.75,15.0,0.81,RUN-20260925-788184
240,4.0,15.0,0.81,RUN-20260925-788184
255,4.25,15.0,0.81,RUN-20260925-788184
270,4.5,15.0,0.81,RUN-20260925-788184
285,4.75,15.0,0.81,RUN-20260925-788184
300,5.0,15.0,0.81,RUN-20260925-788184
315,5.25,15.0,0.81,RUN-20260925-788184
330,5.5,15.0,0.81,RUN-20260925-788184
345,5.75,15.0,0.81,RUN-20260925-788184
360,6.0,15.0,0.81,RUN-20260925-788184
375,6.25,15.0,0.81,RUN-20260925-788184
390,6.5,15.0,0.81,RUN-20260925-788184
405,6.75,15.0,0.81,RUN-20260925-788184
420,7.0,15.0,0.81,RUN-20260925-788184
435,7.25,15.0,0.81,RUN-20260925-788184
450,7.5,15.0,1.6166666666666667,RUN-20260925-788184
465,7.75,15.0,2.02,RUN-20260925-788184
480,8.0,15.0,60.091428571428565,RUN-20260925-788184
495,8.25,15.0,60.091428571428565,RUN-20260925-788184
510,8.5,15.0,60.091428571428565,RUN-20260925-788184
525,8.75,15.0,60.091428571428565,RUN-20260925-788184
540,9.0,15.0,60.091428571428565,RUN-20260925-788184
555,9.25,15.0,60.091428571428565,RUN-20260925-788184
570,9.5,15.0,60.091428571428565,RUN-20260925-788184
585,9.75,15.0,60.091428571428565,RUN-20260925-788184
600,10.0,15.0,60.091428571428565,RUN-20260925-788184
615,10.25,15.0,60.091428571428565,RUN-20260925-788184
630,10.5,15.0,60.091428571428565,RUN-20260925-788184
645,10.75,15.0,60.091428571428565,RUN-20260925-788184
660,11.0,15.0,60.091428571428565,RUN-20260925-788184
675,11.25,15.0,60.091428571428565,RUN-20260925-788184
690,11.5,15.0,60.091428571428565,RUN-20260925-788184
705,11.75,15.0,60.091428571428565,RUN-20260925-788184
720,12.0,15.0,60.091428571428565,RUN-20260925-788184
735,12.25,15.0,60.091428571428565,RUN-20260925-788184
750,12.5,15.0,60.091428571428565,RUN-20260925-788184
765,12.75,15.0,60.091428571428565,RUN-20260925-788184
780,13.0,15.0,60.091428571428565,RUN-20260925-788184
795,13.25,15.0,60.091428571428565,RUN-20260925-788184
810,13.5,15.0,60.091428571428565,RUN-20260925-788184
825,13.75,15.0,60.091428571428565,RUN-20260925-788184
840,14.0,15.0,60.091428571428565,RUN-20260925-788184
855,14.25,15.0,60.091428571428565,RUN-20260925-788184
870,14.5,15.0,60.091428571428565,RUN-20260925-788184
885,14.75,15.0,60.091428571428565,RUN-20260925-788184
900,15.0,15.0,60.091428571428565,RUN-20260925-788184
915,15.25,15.0,60.091428571428565,RUN-20260925-788184
930,15.5,15.0,60.091428571428565,RUN-20260925-788184
945,15.75,15.0,60.091428571428565,RUN-20260925-788184
960,16.0,15.0,60.091428571428565,RUN-20260925-788184
975,16.25,15.0,60.091428571428565,RUN-20260925-788184
990,16.5,15.0,60.091428571428565,RUN-20260925-788184
1005,16.75,15.0,60.091428571428565,RUN-20260925-788184
1020,17.0,15.0,60.091428571428565,RUN-20260925-788184
1035,17.25,15.0,60.09142857142857,RUN-20260925-788184
1050,17.5,15.0,18.98704761904762,RUN-20260925-788184
1065,17.75,15.0,4.04,RUN-20260925-788184
1080,18.0,15.0,47.108666666666664,RUN-20260925-788184
1095,18.25,15.0,62.769999999999996,RUN-20260925-788184
1110,18.5,15.0,62.769999999999996,RUN-20260925-788184
1125,18.75,15.0,62.769999999999996,RUN-20260925-788184
1140,19.0,15.0,62.769999999999996,RUN-20260925-788184
1155,19.25,15.0,62.769999999999996,RUN-20260925-788184
1170,19.5,15.0,62.769999999999996,RUN-20260925-788184
1185,19.75,15.0,62.769999999999996,RUN-20260925-788184
1200,20.0,15.0,62.769999999999996,RUN-20260925-788184
1215,20.25,15.0,62.769999999999996,RUN-20260925-788184
1230,20.5,15.0,62.769999999999996,RUN-20260925-788184
1245,20.75,15.0,62.769999999999996,RUN-20260925-788184
1260,21.0,15.0,62.769999999999996,RUN-20260925-788184
1275,21.25,15.0,62.769999999999996,RUN-20260925-788184
1290,21.5,15.0,62.769999999999996,RUN-20260925-788184
1305,21.75,15.0,62.769999999999996,RUN-20260925-788184
1320,22.0,15.0,62.769999999999996,RUN-20260925-788184
1335,22.25,15.0,62.769999999999996,RUN-20260925-788184
1350,22.5,15.0,62.769999999999996,RUN-20260925-788184
1365,22.75,15.0,62.769999999999996,RUN-20260925-788184
1380,23.0,15.0,62.769999999999996,RUN-20260925-788184
1395,23.25,15.0,62.769999999999996,RUN-20260925-788184
1410,23.5,15.0,62.769999999999996,RUN-20260925-788184
1425,23.75,15.0,62.769999999999996,RUN-20260925-788184
1440,24.0,15.0,60.75,RUN-20260925-788184
1455,24.25,15.0,60.75,RUN-20260925-788184
1470,24.5,15.0,60.75,RUN-20260925-788184
1485,24.75,15.0,60.75,RUN-20260925-788184
1500,25.0,15.0,60.75,RUN-20260925-788184
1515,25.25,15.0,60.75,RUN-20260925-788184
1530,25.5,15.0,60.75,RUN-20260925-788184
1545,25.75,15.0,60.75,RUN-20260925-788184
1560,26.0,15.0,60.75,RUN-20260925-788184
1575,26.25,15.0,60.75,RUN-20260925-788184
1590,26.5,15.0,60.75,RUN-20260925-788184
1605,26.75,15.0,60.75,RUN-20260925-788184
1620,27.0,15.0,60.75,RUN-20260925-788184
1635,27.25,15.0,60.75,RUN-20260925-788184
1650,27.5,15.0,60.75,RUN-20260925-788184
1665,27.75,15.0,60.75,RUN-20260925-788184
1680,28.0,15.0,60.75,RUN-20260925-788184
1695,28.25,15.0,60.75,RUN-20260925-788184
1710,28.5,15.0,60.75,RUN-20260925-788184
1725,28.75,15.0,60.75,RUN-20260925-788184
1740,29.0,15.0,60.75,RUN-20260925-788184
1755,29.25,15.0,60.75,RUN-20260925-788184
1770,29.5,15.0,60.75,RUN-20260925-788184
1785,29.75,15.0,60.75,RUN-20260925-788184
1800,30.0,15.0,60.75,RUN-20260925-788184
1815,30.25,15.0,60.75,RUN-20260925-788184
1830,30.5,15.0,60.75,RUN-20260925-788184
1845,30.75,15.0,60.75,RUN-20260925-788184
1860,31.0,15.0,60.75,RUN-20260925-788184
1875,31.25,15.0,60.75,RUN-20260925-788184
1890,31.5,15.0,60.75,RUN-20260925-788184
1905,31.75,15.0,60.75,RUN-20260925-788184
1920,32.0,15.0,188.07999999999998,RUN-20260925-788184
1935,32.25,15.0,188.07999999999998,RUN-20260925-788184
1950,32.5,15.0,188.07999999999998,RUN-20260925-788184
1965,32.75,15.0,188.07999999999998,RUN-20260925-788184
1980,33.0,15.0,188.07999999999998,RUN-20260925-788184
1995,33.25,15.0,188.07999999999998,RUN-20260925-788184
2010,33.5,15.0,188.07999999999998,RUN-20260925-788184
2025,33.75,15.0,188.07999999999998,RUN-20260925-788184
2040,34.0,15.0,231.25133333333335,RUN-20260925-788184
2055,34.25,15.0,246.95,RUN-20260925-788184
2070,34.5,15.0,246.95,RUN-20260925-788184
2085,34.75,15.0,246.95,RUN-20260925-788184
2100,35.0,15.0,246.95,RUN-20260925-788184
2115,35.25,15.0,246.95,RUN-20260925-788184
2130,35.5,15.0,246.95,RUN-20260925-788184
2145,35.75,15.0,246.95,RUN-20260925-788184
2160,36.0,15.0,246.95,RUN-20260925-788184
2175,36.25,15.0,246.95,RUN-20260925-788184
2190,36.5,15.0,246.95,RUN-20260925-788184
2205,36.75,15.0,246.95,RUN-20260925-788184
2220,37.0,15.0,246.95,RUN-20260925-788184
2235,37.25,15.0,246.95,RUN-20260925-788184
2250,37.5,15.0,246.95,RUN-20260925-788184
